x,n_regions_at_least,fitted_n_regions_at_least,reference_n_regions_at_least,in_fit,r_database,k,lambda_analytic,match_probability,null,reference,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers,bin_width
44.000,2086,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
44.500,2047,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
45.000,2006,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
45.500,1972,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
46.000,1940,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
46.500,1900,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
47.000,1868,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
47.500,1836,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
48.000,1808,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
48.500,1774,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
49.000,1741,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
49.500,1707,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
50.000,1685,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
50.500,1649,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
51.000,1614,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
51.500,1583,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
52.000,1554,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
52.500,1526,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
53.000,1498,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
53.500,1476,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
54.000,1454,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
54.500,1433,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
55.000,1415,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
55.500,1384,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
56.000,1352,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
56.500,1326,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
57.000,1297,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
57.500,1277,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
58.000,1250,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
58.500,1225,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
59.000,1194,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
59.500,1155,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
60.000,1137,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
60.500,1111,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
61.000,1086,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
61.500,1064,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
62.000,1052,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
62.500,1023,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
63.000,1009,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
63.500,993,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
64.000,977,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
64.500,961,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
65.000,941,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
65.500,928,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
66.000,911,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
66.500,895,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
67.000,879,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
67.500,860,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
68.000,838,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
68.500,821,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
69.000,812,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
69.500,794,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
70.000,782,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
70.500,769,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
71.000,754,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
71.500,736,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
72.000,725,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
72.500,718,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
73.000,703,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
73.500,688,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
74.000,673,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
74.500,668,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
75.000,658,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
75.500,647,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
76.000,638,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
76.500,633,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
77.000,621,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
77.500,612,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
78.000,608,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
78.500,592,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
79.000,583,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
79.500,575,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
80.000,569,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
80.500,556,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
81.000,548,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
81.500,545,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
82.000,535,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
82.500,530,0.000,,false,0.8509740379534156,0.01593319053045027,0.44336428731283206,0.5131153862277995,database,shuffled-dipeptide,2,8,200,78421,17746615,0.5
