x,n_regions_at_least,fitted_n_regions_at_least,reference_n_regions_at_least,in_fit,slope,k,lambda_analytic,match_probability,null,reference,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers,bin_width
9.000,2173739,2798605.832,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
9.500,1362632,1684428.608,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
10.000,848457,1013826.135,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
10.500,526496,610203.025,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
11.000,324729,367269.810,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
11.500,199402,221052.843,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
12.000,122166,133047.580,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
12.500,74392,80078.855,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
13.000,45259,48197.968,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
13.500,27611,29009.457,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
14.000,16705,17460.251,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
14.500,10124,10508.999,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
15.000,6256,6325.170,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
15.500,3784,3807.002,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
16.000,2295,2291.363,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
16.500,1417,1379.129,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
17.000,845,830.072,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
17.500,491,499.605,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
18.000,293,300.703,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
18.500,179,180.987,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
19.000,108,108.933,,true,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
19.500,64,65.565,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
20.000,35,39.462,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
20.500,21,23.752,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
21.000,15,14.296,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
21.500,9,8.604,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
22.000,6,5.179,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
22.500,6,3.117,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
23.000,5,1.876,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
23.500,3,1.129,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
24.000,2,0.680,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
24.500,2,0.409,,false,1.0153899496601047,0.07915847502768002,0.4499970535423192,0.5108115744279745,shuffled,,2,8,200,71748,4586050,0.5
