x,n_regions_at_least,fitted_n_regions_at_least,reference_n_regions_at_least,in_fit,r_database,k,lambda_analytic,match_probability,null,reference,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers,bin_width
7.500,5919811,4495698.245,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
8.000,3811750,2919744.636,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
8.500,2438382,1896236.864,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
9.000,1549306,1231516.688,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
9.500,980825,799812.187,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
10.000,619228,519440.411,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
10.500,388874,337352.124,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
11.000,245407,219094.343,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
11.500,155061,142291.475,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
12.000,98288,92411.623,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
12.500,62370,60017.004,,false,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
13.000,39995,38978.222,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
13.500,25889,25314.523,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
14.000,16970,16440.592,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
14.500,11255,10677.392,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
15.000,7552,6934.464,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
15.500,5164,4503.608,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
16.000,3687,2924.882,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
16.500,2643,1899.573,,true,0.8632496698179053,0.012633718815393288,0.42782263924999075,0.5185214875668276,shuffled,,2,8,200,59508,3876813,0.5
